Alpha,0.003125,0.00625,0.0125,0.025,0.05,0.1
Chain,0.0,0.0,0.0625,0.21875,0.34375,0.21875
Open Addressing, 0.0, 0.03125, 0.03125, 0.09375, 0.09375, 1.84375
